pid,label,order,layout,collection,thumbnail,full,題名,書名,所蔵機関,請求記号,画工名,和暦年月日,版元名,版元住所,判,形態,彩色,検印状況,主題,細目,その他書誌事項,manifest,人名,検印,その他固有件名,彫師,地名
0346,（目口耳鼻の自慢話を足叱るの図）,0346,nishikie_item,qatar,"/img/derivatives/iiif/images/0346_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0346_001/full/1140,/0/default.jpg",（目口耳鼻の自慢話を足叱るの図）,地震及世態漫画集,東京大学史料編纂所,0380-13-(24),一恵斎芳幾戯墨,慶応期カ(55550550551),,,大判,竪絵 ２枚続,錦絵,なし,戯び,,物の本作者仮名垣魯文戯誌とあり、目、口、耳、鼻、足の言葉あり,/img/derivatives/iiif/0346/manifest.json,仮名垣魯文,,,,
0347,狂斎百狂どふけ百万編,0347,nishikie_item,qatar,"/img/derivatives/iiif/images/0347_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0347_001/full/1140,/0/default.jpg",狂斎百狂どふけ百万編,地震及世態漫画集,東京大学史料編纂所,0380-13-(25),惺々狂斎戯画印,元治元年３月(18640030550),大金,築地,大判,竪絵 ３枚続,錦絵,あり,,風刺画,「ぶしの大当」の文字あり、０３８０－１７－２－（８３）も同一,/img/derivatives/iiif/0347/manifest.json,,子三改,百万遍,,
0348,（なるこもりの図）,0348,nishikie_item,qatar,"/img/derivatives/iiif/images/0348_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0348_001/full/1140,/0/default.jpg",（なるこもりの図）,地震及世態漫画集,東京大学史料編纂所,0380-13-(26),なし,慶応期カ(55550550551),,,大判,竪絵 ２枚続,錦絵,なし,ええじゃないか／世直し／戯び,風刺画,鳥の戯画、あはくい鳥（此鳥こんきうこんきうとなく）、ひよふとり、まる鳥、沢山とり、もの鳥、たたとり、「世の中にとんだはなしや放生会」との川柳あり、０３８０－１７－１－（６５）と同一,/img/derivatives/iiif/0348/manifest.json,,,日傭取り/泡喰鳥/困窮鳥/丸鳥/沢山鳥/物鳥/只鳥,,
0349,うき世のゆめ,0349,nishikie_item,qatar,"/img/derivatives/iiif/images/0349_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0349_001/full/1140,/0/default.jpg",うき世のゆめ,地震及世態漫画集,東京大学史料編纂所,0380-13-(27),なし,文久３年４月カ(18630040551),,,大判,竪絵 ２枚続,錦絵,なし,尊皇攘夷,風刺画,金もち、役者、話家、芸者、質屋、左官、非人、小間物屋、江戸子、女郎、らくだ、象、車力、飛脚、駕籠屋などの戦いを夢見る商家隠居の図,/img/derivatives/iiif/0349/manifest.json,,,生麦事件,,
0350,月見のたわむれ,0350,nishikie_item,qatar,"/img/derivatives/iiif/images/0350_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0350_001/full/1140,/0/default.jpg",月見のたわむれ,地震及世態漫画集,東京大学史料編纂所,0380-13-(28),なし,（明治元年）(18680550550),,,大判,竪絵 ２枚続,錦絵,なし,戊辰戦争,風刺画,「月月に月見る月はおふけれど月見る月ハ此月の月」の歌あり、英語あり、０３８０－１７－２－（８１）も同一、巴と水車あり、板倉と稲葉とみて明治元年,/img/derivatives/iiif/0350/manifest.json,,,石臼,,
0351,当世三筋のたのしみ,0351,nishikie_item,qatar,,,当世三筋のたのしみ,地震及世態漫画集,東京大学史料編纂所,0380-13-(29),なし,（明治元年）(18680550550),,,大判,竪絵 ２枚続,錦絵,なし,戊辰戦争,風刺画,会津その他への批評あり、０３８０－１７－２－（２２）も同一,,,,歌沢師匠,,
0352,きもつふし,0352,nishikie_item,qatar,,,きもつふし,地震及世態漫画集,東京大学史料編纂所,0380-13-(30),なし,慶応期カ(55550550551),,,大判,竪絵 １枚,錦絵,なし,ええじゃないか／世直し／戯び,風刺画,,,,,,,
0353,狂画大津絵,0353,nishikie_item,qatar,,,狂画大津絵,地震及世態漫画集,東京大学史料編纂所,0380-13-(31),なし,文久期カ(55550550551),,,大判,竪絵 １枚,錦絵,なし,尊皇攘夷,風刺画,,,,,大津絵,,
0354,朝比奈三郎義秀すもふの図,0354,nishikie_item,qatar,,,朝比奈三郎義秀すもふの図,地震及世態漫画集,東京大学史料編纂所,0380-13-(32),一勇斎国芳戯画,天保１４〜弘化４年(18330550550),不明版元菱形善字印,,大判,横絵 １枚,錦絵,あり,スポーツ／相撲,,,,朝比奈三郎,渡,,,
0355,道化狂画,0355,nishikie_item,qatar,,,道化狂画,地震及世態漫画集,東京大学史料編纂所,0380-13-(33),一寿斎芳員狂画印,安政５年４月(18580040550),角本屋金次郎（角金）,,大判,竪絵 １枚,錦絵,あり,安政大獄／当物,風刺画,,,井伊直弼,子四,,,
0356,けんのけいこ,0356,nishikie_item,qatar,,,けんのけいこ,地震及世態漫画集,東京大学史料編纂所,0380-13-(34),なし,弘化４年(18470550550),不明版元万字印,,大判,竪絵 １枚,錦絵,あり,戯び,,,,,米良/村田,拳,,
0357,むかしばなし,0357,nishikie_item,qatar,,,むかしばなし,地震及世態漫画集,東京大学史料編纂所,0380-13-(35),なし,（安政元年）(18540550550),,,大判,横絵 １枚,錦絵,なし,,風刺画,各動物の言葉あり、竜宮城の乙姫のために、白猿のきもを取るべく、白猿をつれてくる図、八代目団十郎（白猿）が安政元年８月大坂で自殺したことへの諷刺画,,市川団十郎（八代目）,,昔話,,
0358,むかしはなしさるかにがっせん,0358,nishikie_item,qatar,,,むかしはなしさるかにがっせん,地震及世態漫画集,東京大学史料編纂所,0380-13-(36),なし,（安政元年）(18540550550),,,大判,横絵 １枚,錦絵,なし,,風刺画,詞書あり、八代目団十郎の自殺への諷刺、「さされたる　はちのいたみもおのれから　慾にころんだ猿の泣面」との歌あり,,市川団十郎（八代目）,,昔話,,
0359,午の五月八日午の日土性水性うけに入る,0359,nishikie_item,qatar,,,午の五月八日午の日土性水性うけに入る,地震及世態漫画集,東京大学史料編纂所,0380-13-(37),一勇斎国芳画,安政５年４月(18580040550),林屋庄五郎（林庄板）,両国広小路,大判,横絵 １枚,錦絵,あり,暦／有卦絵,,,,,午四,,,
0360,木性の人酉年八月五日酉の刻有卦に入,0360,nishikie_item,qatar,,,木性の人酉年八月五日酉の刻有卦に入,地震及世態漫画集,東京大学史料編纂所,0380-13-(38),一鵬斎芳藤画,文久元年７月(18610070550),辻岡屋,,大判,竪絵 １枚,錦絵,あり,暦／有卦絵,,「不老不死の薬はふじにありときけばふぶきふみわけ登るふる事」とあり,,,酉七改,,,
0361,八月八日有卦に入木性の人,0361,nishikie_item,qatar,,,八月八日有卦に入木性の人,地震及世態漫画集,東京大学史料編纂所,0380-13-(39),一秀斎芳勝画印,（嘉永２年）(18490550550),柳岡,,大判,横絵 １枚,錦絵,あり,暦／有卦絵,,「福助とおふくと二世の酒くみて夫婦福々ふえる子たから」の歌あり　嘉永２年の暦に８月８日の件あり,,,福/村松,,,
0362,元治元甲子年十一月十五日子ノ刻火性ノ人有卦ニ入,0362,nishikie_item,qatar,,,元治元甲子年十一月十五日子ノ刻火性ノ人有卦ニ入,地震及世態漫画集,東京大学史料編纂所,0380-13-(40),一光斎芳盛戯画印,元治元年１０月(18640100550),上金,,大判,竪絵 １枚,錦絵,あり,暦／有卦絵,,「午年迄７ヶ年之間万吉」,,,子十改,ふかし芋,,
0363,十一月十五日火性の人うけニ入,0363,nishikie_item,qatar,,,十一月十五日火性の人うけニ入,地震及世態漫画集,東京大学史料編纂所,0380-13-(41),一梅斎芳春画印,元治元年１０月(18640100550),辻岡屋文助（辻文板）,,大判,竪絵 １枚,錦絵,あり,暦／有卦絵,,,,,子十改,,,
0364,慶応三丁卯年二月七日卯之時金性之人有卦ニ入,0364,nishikie_item,qatar,,,慶応三丁卯年二月七日卯之時金性之人有卦ニ入,地震及世態漫画集,東京大学史料編纂所,0380-13-(42),一光斎芳盛画,元治元年１０月(18640100550),上金板,,大判,竪絵 １枚,錦絵,あり,暦／有卦絵,,「酉年迄７ヶ年之間万よし」とあり,,,子十改,,,
0365,道行旅路花聟,0365,nishikie_item,qatar,,,道行旅路花聟,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(1),了古戯墨,文久２年７月(18620070550),伊勢庄,,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,風刺画,「しにゆきさびしのはなむけ」、済田病後記とあり、替歌あり、道行旅路花聟は清元、天保４年初演,,済田,戌七改,,,
0366,流行麻疹けん,0366,nishikie_item,qatar,,,流行麻疹けん,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(2),芳艶画,文久２年７月(18620070550),亀屋岩吉,,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,風刺画,春亭戯述、食物あり、拳の言葉あり,,春亭,戌七改,拳,,
0367,麻疹退治,0367,nishikie_item,qatar,,,麻疹退治,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(3),切断,文久２年７月(18620070550),湊屋小兵衛（湊小版）,（浅草）並木,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,風刺画,禁物、よき物あり,,,戌七改,,,
0368,当世雑語痳疹合戦記,0368,nishikie_item,qatar,,,当世雑語痳疹合戦記,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(4),なし,（文久２年）(18620550550),,,大判,竪絵 ３枚続,錦絵,なし,疾病（衛生）／麻疹,風刺画,金屯道人の詞書あり、「痳疹合戦記」,,金屯道人,,,,
0369,はしか落しばなし,0369,nishikie_item,qatar,,,はしか落しばなし,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(5),了古戯墨,（文久２年）(18620550550),かすれてよめず,かすれてよめず,大判,竪絵 １枚,錦絵,なし,疾病（衛生）／麻疹,風刺画,おとしばなしあり,,,,,,
0370,大津ゑぶし,0370,nishikie_item,qatar,,,大津ゑぶし,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(6),なし,（文久２年）(18620550550),,,大判,竪絵 １枚,錦絵,なし,疾病（衛生）／麻疹,風刺画,大津ゑぶしあり,,,,大津絵節/ほうそう神/はしか神,,
0371,はしかの養生,0371,nishikie_item,qatar,,,はしかの養生,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(7),一松斎芳宗,文久２年４月(18620040550),よめず,通三,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,風刺画,詞書あり,,,戌四改,ほうそう神/はしか神,,
0372,（むぎどのは生れぬ先にはしかして云々まじない）,0372,nishikie_item,qatar,,,（むぎどのは生れぬ先にはしかして云々まじない）,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(8),芳盛戯画,文久２年４月(18620040550),太田屋多吉（多吉）,,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,風刺画,「むぎどのハ生れぬ先にはしかしてかせての後ハわが子なりけり」とのまじないあり、これをたらようの葉にかいている、毒だてやうじやうあり,,,戌四改,,,
0373,（麻疹に付あたりの方はづれの方番附）,0373,nishikie_item,qatar,,,（麻疹に付あたりの方はづれの方番附）,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(9),芳盛画,（文久２年）(18620550550),,,大判,竪絵 １枚,錦絵,なし,疾病（衛生）／麻疹,番付,,,,,読売り,,
0374,（麻疹に付　食してよろしき方　食てあしき方番附）,0374,nishikie_item,qatar,,,（麻疹に付　食してよろしき方　食てあしき方番附）,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(10),なし,（文久２年）(18620550550),,,大判,その他 １枚,単色,なし,疾病（衛生）／麻疹,番付,35.8×24.2㎝、番附,,,,,,
0375,流行はしかしる粉,0375,nishikie_item,qatar,,,流行はしかしる粉,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(11),なし,（文久２年）(18620550550),はし賀屋病蔵,うま屋丁繁昌目,中判,その他 １枚,あり,なし,疾病（衛生）／麻疹,外国人,17.0×21.8㎝、済田病後記とあり、引札形式のパロディ,,済田,,,,
0376,妙医甲斐徳本痳疹之来記,0376,nishikie_item,qatar,,,妙医甲斐徳本痳疹之来記,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(12),芳藤画,文久２年７月(18620070550),相模屋藤吉（相ト）,下谷,大判,竪絵 ２枚続,錦絵,あり,疾病（衛生）／麻疹,,詞書は岳亭春信、替歌は文の屋仲丸、「薬用と手当をさきにするがなる富士とあげたる山もなにかは」,,岳亭春信/甲斐徳本/文の屋仲丸,戌七改,講釈,,
0377,麻疹禁忌,0377,nishikie_item,qatar,,,麻疹禁忌,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(13),芳藤画,文久２年４月(18620040550),相模屋藤吉（相ト）,下谷,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,,禁忌と宜品あり,,神農,戌四改,,,
0378,痳疹養生之伝,0378,nishikie_item,qatar,,,痳疹養生之伝,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(14),芳虎画,文久２年４月(18620040550),佐野屋富五郎,,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,,歌に「水のむな身の養生を専一に　風でひゑるな　白かゆをくゑ」五葉舎万字、たらようの葉のまじないあり、東向の馬屋にある馬のタライはしかにあたらぬうちかむせ、候えははしかのかるくなり,,五葉舎万字,戌四改,まじない/たらようのは/かいばおけ,,
0379,痳疹心得之図画,0379,nishikie_item,qatar,,,痳疹心得之図画,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(15),応需房種戯画,文久２年７月(18620070550),木屋宗次郎（木屋板）,馬喰四,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,,禁物、よきもの,,,戌七改,はしか神,,
0380,痳疹養生心得,0380,nishikie_item,qatar,,,痳疹養生心得,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(16),芳虎画,文久２年７月(18620070550),大黒屋吉之助,深川仲町,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,,禁物、よきもの,,,戌四改,為朝大明神,,
0381,痳疹養生之伝,0381,nishikie_item,qatar,,,痳疹養生之伝,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(17),芳虎画,文久２年４月(18620040550),大黒屋吉之助,深川仲町,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,,詞書あり、禁物、よきもの,,,戌四改,鍾馗,,
0382,麻疹養生伝,0382,nishikie_item,qatar,,,麻疹養生伝,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(18),五雲亭貞秀画,文久２年４月(18620040550),大黒屋平吉（大平板）,両国,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,,詞書あり、0380-14-（20）とペアのものか、護符あり,,,戌四改,護符,,
0383,痳疹養生之伝,0383,nishikie_item,qatar,,,痳疹養生之伝,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(19),孟斎芳虎画,文久２年４月(18620040550),佐野屋富五郎,,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,,詞書あり,,,戌四改,,,
0384,（麻疹養生伝）,0384,nishikie_item,qatar,,,（麻疹養生伝）,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(20),五雲亭貞秀画,文久２年４月(18620040550),大黒屋平吉（大平板）,両国,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,,0380-14-(18)とペアのものか、詞書あり,,,戌四改,,,
0385,麻疹養生草,0385,nishikie_item,qatar,,,麻疹養生草,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(21),一恵斎芳幾画,文久２年７月(18620070550),上金板,,大判,竪絵 １枚,錦絵,あり,疾病（衛生）／麻疹,,食してわろきもの、はしかの戒めあり,,,戌七改,,,
0386,（麻疹に付食してよきもの書付）,0386,nishikie_item,qatar,,,（麻疹に付食してよきもの書付）,文久麻疹流行漫画集,東京大学史料編纂所,0380-14-(22),なし,（文久２年）(18620550550),せきの,本石丁,中判,その他 １枚,単色摺物,なし,疾病（衛生）／麻疹,,17.4×21.0㎝、食物名を書いただけのもの,,,,,,
